EOM_Item_ID,EOM_Item_Key,Portfolio_ID,Installation_ID,Facility_ID,Contract_ID,Reporting_Period,Requirement_ID,Requirement_Scope,Authority_Status,Required_Flag,Nominal_Due_Date,Effective_Due_Date,Nominal_Final_Call_Date,Effective_Final_Call_Date,Due_Date_Adjusted,Initial_Submitted_DateTime,Initial_Submission_On_Time,Acceptable_Evidence_DateTime,Final_Evidence_On_Time,Current_Submission_ID,Received_Flag,Days_Late,Last_Reconciled_DateTime,Exception_Flag,Correction_Due,Waived_Flag,Waiver_Reason,Final_Status,Status_Code,Action_Owner,Action_Required
2026-08|HURLBURT_FIELD|RIPTIDE|REQ-005,HURLBURT_FIELD|HURLBURT_FIELD|RIPTIDE|2026-08|GPC,PORTFOLIO 4,HURLBURT_FIELD,HURLBURT_FIELD|RIPTIDE,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|INCIRLIK_AB|SULTAN_S_INN|REQ-001,INCIRLIK_AB|INCIRLIK_AB|SULTAN_S_INN|2026-08|1119,PORTFOLIO 4,INCIRLIK_AB,INCIRLIK_AB|SULTAN_S_INN,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|INCIRLIK_AB|SULTAN_S_INN|REQ-003,INCIRLIK_AB|INCIRLIK_AB|SULTAN_S_INN|2026-08|SF1080,PORTFOLIO 4,INCIRLIK_AB,INCIRLIK_AB|SULTAN_S_INN,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|INCIRLIK_AB|SULTAN_S_INN|REQ-004,INCIRLIK_AB|INCIRLIK_AB|SULTAN_S_INN|2026-08|SAIIT,PORTFOLIO 4,INCIRLIK_AB,INCIRLIK_AB|SULTAN_S_INN,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|INCIRLIK_AB|SULTAN_S_INN|REQ-005,INCIRLIK_AB|INCIRLIK_AB|SULTAN_S_INN|2026-08|GPC,PORTFOLIO 4,INCIRLIK_AB,INCIRLIK_AB|SULTAN_S_INN,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|JBL_MCCHORD|OLYMPIC|REQ-001,JBL_MCCHORD|JBL_MCCHORD|OLYMPIC|2026-08|1119,PORTFOLIO 1,JBL_MCCHORD,JBL_MCCHORD|OLYMPIC,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|JBL_MCCHORD|OLYMPIC|REQ-003,JBL_MCCHORD|JBL_MCCHORD|OLYMPIC|2026-08|SF1080,PORTFOLIO 1,JBL_MCCHORD,JBL_MCCHORD|OLYMPIC,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|JBL_MCCHORD|OLYMPIC|REQ-004,JBL_MCCHORD|JBL_MCCHORD|OLYMPIC|2026-08|SAIIT,PORTFOLIO 1,JBL_MCCHORD,JBL_MCCHORD|OLYMPIC,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|JBL_MCCHORD|OLYMPIC|REQ-005,JBL_MCCHORD|JBL_MCCHORD|OLYMPIC|2026-08|GPC,PORTFOLIO 1,JBL_MCCHORD,JBL_MCCHORD|OLYMPIC,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|JBP_HICKAM|HALE_AINA|REQ-001,JBP_HICKAM|JBP_HICKAM|HALE_AINA|2026-08|1119,PORTFOLIO 1,JBP_HICKAM,JBP_HICKAM|HALE_AINA,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|JBP_HICKAM|HALE_AINA|REQ-003,JBP_HICKAM|JBP_HICKAM|HALE_AINA|2026-08|SF1080,PORTFOLIO 1,JBP_HICKAM,JBP_HICKAM|HALE_AINA,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|JBP_HICKAM|HALE_AINA|REQ-004,JBP_HICKAM|JBP_HICKAM|HALE_AINA|2026-08|SAIIT,PORTFOLIO 1,JBP_HICKAM,JBP_HICKAM|HALE_AINA,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
